"Author_id","Isbn"
840,"0151731527"
840,"0671526022"
840,"0156028352"
840,"0671617028"
10277,"0553282182"
5122,"0312270712"
3863,"1930252501"
9968,"068806518X"
11913,"2843040612"
11266,"0399136134"
12913,"087596480X"
558,"0060083298"
4509,"0940863332"
10747,"0312313810"
9035,"0875964125"
3611,"0373111355"
11851,"0590907239"
5623,"0312151144"
5548,"038089887X"
5548,"0380709902"
5548,"0394462017"
5548,"0805058664"
2610,"3257224974"
9186,"0316542377"
6687,"0743255224"
2370,"0312263449"
6952,"0304328502"
7730,"0449203948"
7730,"0449209741"
7730,"0449203433"
7730,"0449200582"
7730,"0449207307"
7730,"0449200361"
7730,"0449200019"
2542,"0449209709"
2542,"089190672X"
2542,"0002219476"
2542,"0385128533"
7837,"0393049701"
8082,"077109969X"
3546,"0140265716"
3546,"0140255842"
3546,"0805211020"
7300,"0345423828"
4956,"0671004654"
5696,"3548359698"
10510,"014050639X"
12202,"0471528889"
3674,"0553259253"
6417,"0316287555"
9654,"3442424747"
2612,"3442353793"
9688,"0375726632"
9688,"0804106436"
8466,"1564963179"
5415,"155591229X"
8429,"0451410645"
2442,"0553080237"
7212,"0913428361"
643,"0767908473"
8714,"0816735662"
13398,"0373264348"
6774,"0385323905"
10287,"3442161177"
9643,"0916410641"
10968,"0961655321"
3869,"0385144342"
5060,"1561568805"
12996,"068483720X"
1274,"0872860175"
8143,"0874775191"
6401,"0590418262"
13463,"0441110444"
10836,"0375755365"
469,"0945586051"
2684,"0375713751"
2684,"0375414053"
4218,"1592869629"
13202,"0441822134"
4398,"0595140459"
4399,"0913559482"
4405,"096774590X"
7375,"156761583X"
3836,"0310235561"
3836,"0310220033"
3836,"1586606735"
8775,"0590431978"
3121,"0064401774"
7337,"0004121120"
10141,"0373257813"
3829,"050552208X"
11392,"0452283736"
11037,"0525947302"
2235,"034536998X"
2235,"0345346866"
2235,"0345340418"
2235,"0345354893"
2235,"0449007065"
2235,"0449007111"
2235,"0345333810"
2235,"0345418832"
2235,"0345352548"
12188,"3423085304"
3393,"0688167810"
3393,"0688167802"
3393,"0688179096"
2933,"1931561230"
7848,"0375753834"
7848,"0375502947"
10182,"0373051921"
1350,"0702231088"
11868,"0753451131"
3210,"0553293176"
3210,"0553569406"
3210,"0553583395"
3210,"0553293168"
3210,"0553574078"
3210,"0553574108"
3210,"0553561537"
3210,"0553571907"
3210,"0553574116"
3210,"0553285947"
3210,"0553289322"
3210,"0553583360"
3210,"055329315X"
3210,"0553565060"
3210,"0553283545"
3210,"0399151745"
3210,"0553293257"
3210,"0553571591"
922,"0821765868"
922,"0821763431"
922,"0786000988"
922,"0821758608"
922,"0821767623"
5484,"1932360069"
8826,"0373226071"
8826,"0373512112"
10233,"0373289510"
10233,"0373291183"
11010,"0452268427"
3407,"0875420036"
5187,"2869302940"
5187,"0486280381"
13153,"1567314619"
13618,"0385327943"
7087,"3442438659"
3679,"202025462X"
3679,"2253152846"
3679,"2253146889"
3679,"225314911X"
2608,"3257229372"
9711,"0684856875"
5927,"1557982414"
4257,"0915473569"
8284,"0880117834"
9177,"0874936225"
1615,"0890420254"
2499,"2253138916"
2499,"0863560237"
2499,"2253041939"
2499,"2253051209"
11786,"0156007533"
1513,"0375704000"
12630,"0375758771"
6260,"3442730368"
11758,"0156001438"
11758,"0156005573"
11758,"0553208187"
11758,"0156907720"
4444,"0521576229"
4444,"0151001529"
4444,"0156013126"
6820,"0345450302"
4919,"0140266925"
10764,"0743422287"
1425,"0345425707"
1425,"0345441109"
1425,"3404147952"
3178,"0803728492"
1269,"1593160127"
8717,"0517701405"
5431,"0373764677"
4878,"0439160200"
7981,"0439160197"
8943,"0613117905"
2781,"006101091X"
3601,"0914457284"
5340,"1555835589"
8457,"0804818584"
8458,"080482052X"
6,"0399150749"
6,"067972768X"
6,"0804114986"
6,"080411109X"
6,"080410753X"
6,"0399146431"
6,"0804106304"
6,"0399135782"
6,"1400002877"
6,"0679748083"
6,"0399146857"
6,"0399141146"
13715,"3442096480"
2938,"0441006329"
2938,"0441007392"
7813,"0395519519"
2278,"0393039595"
2278,"0452272092"
11686,"0380793393"
10186,"0373291205"
10857,"015640057X"
12873,"091651532X"
8677,"0789420279"
8678,"0789402017"
4461,"0156029030"
4461,"0671871390"
4461,"0671742493"
4461,"156333609X"
4461,"0804002800"
4461,"0804001480"
4461,"0671680110"
5929,"0151255946"
13207,"015626028X"
1357,"0312168144"
1303,"0312965338"
4834,"0967231434"
13732,"0670364991"
3819,"0425147762"
5932,"0060149426"
7933,"0764551949"
9796,"0525946403"
2906,"0375727345"
2906,"0393046974"
12455,"1887911510"
5416,"1881066703"
4144,"3423122080"
12581,"0679741917"
13363,"0881840238"
4080,"0525426701"
4080,"0743488318"
4080,"0380784165"
4080,"0345325885"
4080,"0449242765"
10212,"0446606448"
10426,"0886774616"
10426,"0886777119"
4517,"0812511751"
4517,"0812571231"
9339,"0312855486"
6051,"0744302749"
7213,"039303853X"
7213,"039304632X"
7213,"0671795228"
3896,"155748919X"
3896,"158660970X"
13679,"337901592X"
9663,"3596150531"
3999,"0142002399"
3382,"0934971013"
6835,"0395971802"
1429,"037541181X"
3366,"0373241755"
3366,"0373099568"
3366,"0373096585"
11154,"0767915445"
8573,"0940642247"
287,"067153484X"
287,"0671036564"
287,"0743412753"
7295,"0821747479"
5144,"3404142942"
5144,"3404149122"
5144,"3404148932"
6784,"3423704306"
731,"0440221919"
731,"0941423042"
731,"031211933X"
731,"0684803143"
3990,"2020477815"
9656,"3453150244"
13168,"0842307303"
7202,"0399132007"
10726,"0061319481"
10726,"0573690219"
8686,"0393322815"
3640,"0809293242"
11317,"0743410068"
10885,"0399236260"
710,"068983585X"
710,"0689818769"
12552,"0312268033"
2575,"0374230072"
8231,"0789447649"
7200,"0340577371"
12312,"0060974621"
12312,"0451164555"
3325,"1841950149"
11101,"084395275X"
12141,"0767902998"
6762,"0671038850"
1653,"0517702134"
1653,"0440224039"
1653,"0440225779"
688,"1884777805"
8919,"0140444750"
9361,"0446360945"
9361,"0446327085"
9361,"0446344281"
9361,"0446324388"
1277,"0312865694"
1277,"0765302365"
1277,"0812590236"
1277,"0446512923"
1277,"0446512362"
1277,"0812590554"
1277,"0312871880"
1277,"0812550765"
1277,"0812576071"
1277,"0515117617"
1277,"0812590244"
1277,"0812590252"
1277,"0812544420"
1277,"0446349461"
1277,"0446346829"
1277,"0812575962"
1277,"0812575970"
1277,"0812583361"
1277,"0812550773"
1643,"0446326488"
5185,"0425176045"
4050,"0957881436"
10669,"0738861618"
3585,"1863739157"
10368,"0340728256"
10368,"0151002584"
2457,"0671798782"
2457,"0312287860"
2457,"0671533983"
2457,"068485080X"
13052,"0883680912"
9378,"0671415018"
9378,"0671428306"
9592,"0151004943"
9592,"0156012022"
7227,"1899293086"
7227,"0195867866"
1422,"0006480764"
1422,"0440235464"
1422,"038533446X"
10920,"0446528595"
2073,"0312275560"
7580,"0312170955"
7398,"0156003376"
5679,"0679753362"
5679,"0804107513"
5679,"0671619055"
5679,"0679772936"
5679,"0804109192"
5679,"0679760660"
8877,"0449000265"
3882,"0312267177"
3639,"0671656597"
3639,"0671656589"
3639,"0671640453"
8229,"0740706020"
8229,"0836228804"
5051,"1569870381"
12831,"0785264280"
7347,"1842151126"
11294,"0806519339"
6210,"0345428080"
6210,"055214276X"
1435,"0061073091"
3214,"1568842406"
3214,"1568849079"
3214,"0764501801"
2252,"044630798X"
2252,"1586480456"
642,"1860198597"
6947,"0451205707"
10658,"0156717204"
10221,"0671495429"
12730,"0515113522"
11199,"0689829507"
12905,"0689821514"
9873,"014017821X"
9873,"0099133717"
4088,"1857970446"
9932,"0446530115"
6587,"1589610024"
476,"0849942845"
476,"0849943450"
476,"0849943663"
476,"0849942187"
2212,"0349109931"
2212,"0349111367"
9751,"0803728468"
9845,"0935180621"
12754,"0881844632"
4792,"0091841844"
10971,"0679783571"
10470,"0525938346"
13771,"9505111215"
7895,"0750004088"
12282,"0746000561"
6542,"0963930400"
6542,"0963930419"
6085,"1858283434"
6085,"1858282160"
10469,"0345433017"
5474,"0140287248"
5474,"1585673625"
7185,"0143017292"
1373,"0679457852"
1373,"0140132155"
1373,"0679738142"
1373,"3423123222"
1373,"0679759328"
1373,"0679727124"
1373,"0375505822"
1373,"0679738134"
1373,"0679765123"
1373,"0375704248"
1373,"037550334X"
1377,"155143234X"
3079,"014011906X"
3079,"0140108599"
3079,"0140238131"
6868,"2070424324"
417,"0671628828"
417,"0312195516"
417,"0312169787"
417,"0743225724"
417,"0743225325"
7289,"0451407695"
5963,"068145413X"
10796,"1565123352"
8992,"0954395913"
109,"0316781010"
109,"0449903001"
109,"0316781266"
109,"0316601950"
109,"0316781142"
109,"015600710X"
109,"0316782505"
109,"0316789089"
109,"0316789844"
109,"0965455572"
109,"0316735736"
109,"0316789976"
109,"3492040683"
109,"0316782262"
109,"0316678104"
109,"0316788228"
109,"0316780375"
109,"0316089699"
109,"0316780812"
109,"0156005891"
1133,"0156006529"
11105,"0811823555"
1265,"0142000892"
1265,"0670031054"
1265,"0688177751"
1265,"0670032077"
12396,"1573441252"
10,"074322678X"
10,"0679731946"
8176,"157748794X"
6012,"0385316518"
193,"0385729340"
193,"0385730586"
193,"0385729332"
10645,"0307988384"
8164,"0812553861"
7556,"0864922108"
5680,"1400046610"
1408,"0028626958"
1408,"0878331824"
4479,"0525446052"
4502,"037370870X"
4502,"0373707010"
6483,"0385308078"
6483,"0385312512"
8296,"3404921178"
8296,"3404148657"
13068,"0801010705"
3926,"0553346083"
11467,"0670910279"
9741,"1565970497"
5608,"1931395004"
9746,"0679445390"
9746,"0449912744"
5686,"0505524430"
3789,"0316526835"
3789,"0671002821"
9289,"0071414975"
9289,"0071407944"
9290,"0071383832"
2129,"0590523465"
2129,"0590251589"
2129,"0590433865"
2129,"0590227637"
2129,"0590251597"
2129,"0590456601"
2129,"0590424971"
2129,"0590420070"
2129,"0590435124"
2129,"0590224735"
2129,"0590428098"
2129,"0590482378"
2129,"0590436465"
2129,"0590251627"
2129,"0590435728"
2129,"0590433857"
2129,"0590298356"
2129,"0590424939"
2129,"0590442996"
2129,"0590448293"
2129,"0590482289"
2129,"0590673890"
2129,"0590442988"
2129,"0590482238"
2129,"0590431366"
2129,"0590436457"
2129,"0590438999"
2129,"0590437208"
2129,"0590298364"
2129,"0590440829"
2129,"0590251600"
2129,"0590228773"
2129,"0590433881"
2129,"0590425013"
10553,"0590213113"
1892,"0590436481"
1892,"0590448595"
3346,"0373885210"
3346,"1551666235"
5889,"0061056286"
5889,"0061020427"
5889,"0061056278"
5889,"0061056294"
5889,"0061059773"
5889,"0061020419"
7249,"0590424955"
1893,"0590691821"
1893,"0590065912"
1893,"0590448285"
1893,"0590448331"
1893,"0590731890"
1893,"0590251619"
1893,"0590448315"
1893,"0590448323"
1893,"0590448307"
1893,"0590470051"
1893,"0590448250"
1893,"059047054X"
9418,"0590408747"
10022,"0590228706"
11223,"0439236398"
11379,"0590454412"
5072,"1567186483"
1492,"0375412824"
1492,"0375727132"
296,"0060934417"
296,"0060188731"
296,"0151002630"
7470,"0684838087"
11670,"0192825232"
1072,"1558506454"
1183,"0590117440"
1183,"0152001018"
1183,"0152021973"
1183,"0152003924"
1183,"0152006737"
1183,"0590447319"
1183,"0590543199"
1183,"0440228611"
1183,"0152008772"
1183,"0152164502"
1183,"0590460560"
1183,"0590460544"
1183,"0590460528"
1183,"0152008799"
1183,"0590742590"
7479,"0553577379"
110,"067169071X"
110,"0671793578"
110,"0451160436"
110,"0743448677"
110,"0671793551"
110,"0671527886"
110,"0671793535"
110,"0743439740"
110,"067179356X"
110,"0671793543"
110,"0671868691"
110,"067102535X"
110,"0671868713"
110,"0671001132"
110,"0671769200"
110,"0451203267"
110,"0671025341"
110,"0743202961"
12627,"0451166876"
2413,"0761521097"
12201,"0942237285"
11590,"0373226470"
825,"1587242583"
825,"0743237196"
825,"0099740516"
825,"0743466527"
825,"0743237188"
9548,"0395860032"
1828,"0425130312"
11559,"0452284295"
2076,"0385470142"
11675,"0843941790"
6869,"2842630254"
6869,"2290311782"
9632,"023399226X"
11631,"0761119396"
10765,"0380842939"
9404,"0312980353"
9404,"0312970617"
9724,"0812570626"
12165,"0345425596"
6523,"0451211790"
5962,"3442730988"
2603,"3596134153"
3603,"006098824X"
3603,"0060988258"
8673,"0060183039"
2913,"0747546215"
387,"0375504613"
387,"0440226104"
387,"0812969812"
387,"044022103X"
387,"0449909050"
387,"0375500510"
387,"0345422783"
387,"067940712X"
387,"0385333137"
387,"0375502238"
387,"080410946X"
387,"0385319207"
10261,"094383208X"
5497,"0671023535"
13696,"3630611087"
1503,"0440403553"
1503,"0517189585"
1503,"1853261092"
1503,"0590486101"
11867,"0451528654"
7900,"3492107400"
375,"0866119531"
11941,"2904299106"
3805,"0965894355"
2511,"0451458990"
2511,"0451458028"
2511,"0451458508"
2511,"0451456734"
2511,"0451529014"
2511,"0451456726"
2511,"0451456718"
2511,"0451459423"
1601,"0373630468"
6759,"1550171348"
6759,"1550170759"
12271,"0746012721"
2965,"067084327X"
2965,"0451403959"
2965,"0345445732"
8406,"3442089832"
742,"0877192820"
1887,"0671802283"
4084,"0451455835"
3328,"0374527229"
3328,"0374525641"
3763,"0440473500"
3763,"0552997706"
6052,"3257231598"
284,"9681500555"
284,"0671690094"
284,"055356983X"
284,"0553541633"
12622,"037581177X"
999,"0553296981"
1589,"2253001279"
4052,"0385480334"
4052,"0553577123"
131,"0451410777"
131,"0451410319"
10597,"0374529035"
9902,"0380809389"
9902,"0380780860"
9902,"0380793660"
9902,"0380975580"
9902,"0380801493"
9902,"0380780879"
9902,"0380784491"
10122,"037310507X"
5928,"074321689X"
6373,"3492235816"
9061,"0515129739"
2862,"0836135474"
1044,"1573223425"
1044,"0865473900"
1044,"0679420916"
1044,"0385491808"
1044,"0385480016"
1044,"0140264795"
1044,"1573222267"
1044,"044990928X"
1044,"0679442405"
1044,"0865472807"
1044,"0385496095"
11078,"0345445724"
4535,"1550130684"
6066,"0590462121"
9743,"0373706448"
9743,"0373710550"
9743,"0373707002"
6846,"0373764405"
9078,"0373121709"
2553,"0553142046"
364,"0613072111"
364,"0441005314"
364,"0345335082"
364,"0345336038"
364,"0345253736"
364,"0345301064"
364,"0345295684"
364,"0345256662"
364,"0345257448"
364,"0345314484"
364,"0812585658"
364,"0345273575"
364,"0553234595"
364,"0345285980"
364,"0441003389"
364,"0345379845"
364,"0812510992"
364,"0689860064"
364,"0345349350"
364,"0345335465"
364,"0553141279"
364,"0553258559"
364,"0345351878"
364,"0345434692"
364,"0441231942"
364,"0345434676"
364,"0399136487"
364,"0441006256"
364,"0345291794"
364,"0553234609"
364,"0345334310"
364,"0345368959"
364,"0441135560"
364,"0345341678"
364,"0345368940"
364,"0441735762"
364,"0345339495"
364,"0553258524"
364,"0345305779"
364,"0553131893"
364,"0345384911"
364,"0553258540"
364,"0451455789"
364,"0345272455"
364,"0345297687"
364,"0345275675"
364,"0441001416"
996,"0345331605"
13587,"0061059846"
6671,"0061050946"
4803,"0061059838"
5108,"0345387805"
5108,"0345387791"
5108,"0345387813"
2584,"0671720414"
5426,"0671876570"
7282,"0345368991"
6674,"0061057894"
6670,"0061057908"
11257,"0671721097"
2345,"0671721291"
5132,"0345316002"
5132,"0345327861"
11278,"034529873X"
11278,"0345362861"
1051,"0708881297"
9347,"034528643X"
6266,"0345456335"
4759,"0553370715"
7077,"0679776591"
928,"0394724550"
928,"0679732411"
928,"0394718224"
928,"0394557433"
5359,"0878577386"
4430,"1895565545"
207,"0449225666"
207,"0449207668"
207,"0441009700"
207,"0449208672"
207,"0449219143"
207,"0449214427"
207,"0345440048"
207,"0449219615"
207,"0804113831"
207,"0804110379"
207,"0449222276"
207,"0449210952"
207,"0449000869"
207,"0345456521"
207,"0804117934"
207,"044920474X"
207,"0449244970"
207,"0449006565"
207,"0804118558"
207,"0804119368"
207,"0449006557"
207,"0449908453"
207,"0449003183"
207,"0449212858"
207,"080411188X"
